Time1	2B
1.41730000040028244257e+002	2.31149999999999984368e+001
1.41824000040069222450e+002	2.31170000000000008811e+001
1.41917000040062703192e+002	2.31170000000000008811e+001
1.42011000040103681386e+002	2.31209999999999986642e+001
1.42105000040028244257e+002	2.31230000000000011084e+001
1.42198000040021724999e+002	2.31269999999999988916e+001
1.42292000040062703192e+002	2.31269999999999988916e+001
1.42385000040056183934e+002	2.31290000000000013358e+001
1.42479000040097162127e+002	2.31329999999999991189e+001
1.42573000040021724999e+002	2.31350000000000015632e+001
1.42666000040015205741e+002	2.31370000000000004547e+001
1.42760000040056183934e+002	2.31370000000000004547e+001
1.42853000040049664676e+002	2.31409999999999982379e+001
1.42947000040090642869e+002	2.31449999999999995737e+001
1.43041000040015205741e+002	2.31449999999999995737e+001
1.43134000040008686483e+002	2.31449999999999995737e+001
1.43228000040049664676e+002	2.31509999999999998010e+001
1.43321000040043145418e+002	2.31539999999999999147e+001
1.43415000040084123611e+002	2.31539999999999999147e+001
1.43509000040008686483e+002	2.31589999999999989200e+001
1.43602000040002167225e+002	2.31589999999999989200e+001
1.43696000040043145418e+002	2.31619999999999990337e+001
1.43789000040036626160e+002	2.31610000000000013642e+001
1.43883000040077604353e+002	2.31670000000000015916e+001
1.43977000040002167225e+002	2.31670000000000015916e+001
1.44070000040112063289e+002	2.31690000000000004832e+001
1.44164000040036626160e+002	2.31720000000000005969e+001
1.44257000040030106902e+002	2.31750000000000007105e+001
1.44351000040071085095e+002	2.31789999999999984936e+001
1.44445000040112063289e+002	2.31789999999999984936e+001
1.44538000040105544031e+002	2.31799999999999997158e+001
1.44632000040030106902e+002	2.31840000000000010516e+001
1.44725000040023587644e+002	2.31859999999999999432e+001
1.44819000040064565837e+002	2.31859999999999999432e+001
1.44913000040105544031e+002	2.31879999999999988347e+001
1.45006000040099024773e+002	2.31909999999999989484e+001
1.45100000040023587644e+002	2.31939999999999990621e+001
1.45193000040017068386e+002	2.31980000000000003979e+001
1.45287000040058046579e+002	2.31980000000000003979e+001
1.45381000040099024773e+002	2.32010000000000005116e+001
1.45474000040092505515e+002	2.32040000000000006253e+001
1.45568000040017068386e+002	2.32049999999999982947e+001
1.45661000040010549128e+002	2.32049999999999982947e+001
1.45755000040051527321e+002	2.32079999999999984084e+001
1.45849000040092505515e+002	2.32100000000000008527e+001
1.45942000040085986257e+002	2.32130000000000009663e+001
1.46036000040010549128e+002	2.32179999999999999716e+001
1.46129000040004029870e+002	2.32179999999999999716e+001
1.46223000040045008063e+002	2.32199999999999988631e+001
1.46317000040085986257e+002	2.32199999999999988631e+001
1.46410000040079466999e+002	2.32280000000000015348e+001
1.46504000040004029870e+002	2.32310000000000016485e+001
1.46597000039997510612e+002	2.32310000000000016485e+001
1.46691000040038488805e+002	2.32300000000000004263e+001
1.46785000040079466999e+002	2.32349999999999994316e+001
1.46878000040072947741e+002	2.32369999999999983231e+001
1.46972000039997510612e+002	2.32369999999999983231e+001
1.47065000040107406676e+002	2.32379999999999995453e+001
1.47159000040031969547e+002	2.32399999999999984368e+001
1.47253000040072947741e+002	2.32439999999999997726e+001
1.47346000040066428483e+002	2.32439999999999997726e+001
1.47440000040107406676e+002	2.32439999999999997726e+001
1.47533000040100887418e+002	2.32510000000000012221e+001
1.47627000040025450289e+002	2.32540000000000013358e+001
1.47721000040066428483e+002	2.32549999999999990052e+001
1.47814000040059909225e+002	2.32549999999999990052e+001
1.47908000040100887418e+002	2.32590000000000003411e+001
1.48001000040094368160e+002	2.32620000000000004547e+001
1.48095000040018931031e+002	2.32650000000000005684e+001
1.48189000040059909225e+002	2.32669999999999994600e+001
1.48282000040053389966e+002	2.32669999999999994600e+001
1.48376000040094368160e+002	2.32680000000000006821e+001
1.48440000040107406676e+002	2.32719999999999984652e+001
1.48524000040022656322e+002	2.32719999999999984652e+001
1.48604000040097162127e+002	2.32719999999999984652e+001
1.48682000040076673031e+002	2.32789999999999999147e+001
1.48767000040039420128e+002	2.32800000000000011369e+001
1.48846000040066428483e+002	2.32800000000000011369e+001
1.48965000040014274418e+002	2.32800000000000011369e+001
1.49059000040055252612e+002	2.32860000000000013642e+001
1.49152000040048733354e+002	2.32880000000000002558e+001
1.49246000040089711547e+002	2.32880000000000002558e+001
1.49339000040083192289e+002	2.32910000000000003695e+001
1.49433000040007755160e+002	2.32970000000000005969e+001
1.49527000040048733354e+002	2.32979999999999982663e+001
1.49620000040042214096e+002	2.32979999999999982663e+001
1.49714000040083192289e+002	2.32979999999999982663e+001
1.49807000040076673031e+002	2.33019999999999996021e+001
1.49901000040001235902e+002	2.33009999999999983800e+001
1.49995000040042214096e+002	2.33069999999999986073e+001
1.50088000040035694838e+002	2.33069999999999986073e+001
1.50182000040076673031e+002	2.33099999999999987210e+001
1.50275000040070153773e+002	2.33140000000000000568e+001
1.50369000040111131966e+002	2.33129999999999988347e+001
1.50463000040035694838e+002	2.33129999999999988347e+001
1.50556000040029175580e+002	2.33159999999999989484e+001
1.50650000040070153773e+002	2.33200000000000002842e+001
1.50743000040063634515e+002	2.33219999999999991758e+001
1.50837000040104612708e+002	2.33240000000000016200e+001
1.50931000040029175580e+002	2.33240000000000016200e+001
1.51024000040022656322e+002	2.33299999999999982947e+001
1.51118000040063634515e+002	2.33309999999999995168e+001
1.51211000040057115257e+002	2.33309999999999995168e+001
1.51305000040098093450e+002	2.33359999999999985221e+001
1.51399000040022656322e+002	2.33359999999999985221e+001
1.51492000040016137064e+002	2.33380000000000009663e+001
1.51586000040057115257e+002	2.33410000000000010800e+001
1.51679000040050595999e+002	2.33429999999999999716e+001
1.51773000040091574192e+002	2.33429999999999999716e+001
1.51867000040016137064e+002	2.33460000000000000853e+001
1.51960000040009617805e+002	2.33500000000000014211e+001
1.52054000040050595999e+002	2.33509999999999990905e+001
1.52147000040044076741e+002	2.33550000000000004263e+001
1.52241000040085054934e+002	2.33550000000000004263e+001
1.52335000040009617805e+002	2.33580000000000005400e+001
1.52428000040003098547e+002	2.33590000000000017621e+001
1.52522000040044076741e+002	2.33629999999999995453e+001
1.52615000040037557483e+002	2.33629999999999995453e+001
1.52709000040078535676e+002	2.33640000000000007674e+001
1.52803000040003098547e+002	2.33670000000000008811e+001
1.52896000039996579289e+002	2.33689999999999997726e+001
1.52990000040037557483e+002	2.33709999999999986642e+001
1.53083000040031038225e+002	2.33709999999999986642e+001
1.53177000040072016418e+002	2.33769999999999988916e+001
1.53271000039996579289e+002	2.33780000000000001137e+001
1.53364000040106475353e+002	2.33790000000000013358e+001
1.53458000040031038225e+002	2.33790000000000013358e+001
1.53551000040024518967e+002	2.33829999999999991189e+001
1.53645000040065497160e+002	2.33859999999999992326e+001
1.53739000040106475353e+002	2.33870000000000004547e+001
1.53832000040099956095e+002	2.33919999999999994600e+001
1.53926000040024518967e+002	2.33919999999999994600e+001
1.54019000040017999709e+002	2.33960000000000007958e+001
1.54113000040058977902e+002	2.33979999999999996874e+001
1.54207000040099956095e+002	2.33999999999999985789e+001
1.54300000040093436837e+002	2.33999999999999985789e+001
1.54394000040017999709e+002	2.34029999999999986926e+001
1.54487000040011480451e+002	2.34039999999999999147e+001
1.54581000040052458644e+002	2.34070000000000000284e+001
1.54675000040093436837e+002	2.34100000000000001421e+001
1.54768000040086917579e+002	2.34100000000000001421e+001
1.54862000040011480451e+002	2.34119999999999990337e+001
1.54955000040004961193e+002	2.34130000000000002558e+001
1.55049000040045939386e+002	2.34170000000000015916e+001
1.55143000040086917579e+002	2.34170000000000015916e+001
1.55236000040080398321e+002	2.34190000000000004832e+001
1.55330000040004961193e+002	2.34229999999999982663e+001
1.55423000039998441935e+002	2.34250000000000007105e+001
1.55517000040039420128e+002	2.34280000000000008242e+001
1.55611000040080398321e+002	2.34280000000000008242e+001
1.55704000040073879063e+002	2.34289999999999984936e+001
1.55798000039998441935e+002	2.34329999999999998295e+001
1.55891000040108337998e+002	2.34329999999999998295e+001
1.55985000040032900870e+002	2.34379999999999988347e+001
1.56079000040073879063e+002	2.34379999999999988347e+001
1.56172000040067359805e+002	2.34409999999999989484e+001
1.56266000040108337998e+002	2.34460000000000015064e+001
1.56359000040101818740e+002	2.34460000000000015064e+001
1.56453000040026381612e+002	2.34460000000000015064e+001
1.56547000040067359805e+002	2.34469999999999991758e+001
1.56640000040060840547e+002	2.34520000000000017337e+001
1.56734000040101818740e+002	2.34540000000000006253e+001
1.56827000040095299482e+002	2.34549999999999982947e+001
1.56921000040019862354e+002	2.34549999999999982947e+001
1.57015000040060840547e+002	2.34579999999999984084e+001
1.57108000040054321289e+002	2.34600000000000008527e+001
1.57202000040095299482e+002	2.34639999999999986358e+001
1.57295000040088780224e+002	2.34639999999999986358e+001
1.57389000040013343096e+002	2.34619999999999997442e+001
1.57483000040054321289e+002	2.34699999999999988631e+001
1.57576000040047802031e+002	2.34699999999999988631e+001
1.57685000040102750063e+002	2.34729999999999989768e+001
1.57779000040027312934e+002	2.34729999999999989768e+001
1.57873000040068291128e+002	2.34750000000000014211e+001
1.57966000040061771870e+002	2.34770000000000003126e+001
1.58060000040102750063e+002	2.34810000000000016485e+001
1.58153000040096230805e+002	2.34840000000000017621e+001
1.58247000040020793676e+002	2.34840000000000017621e+001
1.58341000040061771870e+002	2.34869999999999983231e+001
1.58434000040055252612e+002	2.34869999999999983231e+001
